w1_hhid,pid,w1_prov2011,w1_geo2011,w1_r_relhead,w1_best_gen,w1_best_race,w1_best_edu,w1_best_age_yrs,w1_hhincome,w1_expenditure
105679,321644,1,2,1,2,2,19,31,4985.0396,3141.3638
105679,410593,1,2,4,1,2,5,11,4985.0396,3141.3638
105680,321201,1,2,4,2,2,12,29,4707.666,2287.3325
105680,321652,1,2,1,2,2,8,51,4707.666,2287.3325
105680,321662,1,2,4,1,2,9,23,4707.666,2287.3325
105680,410594,1,2,13,1,2,2,8,4707.666,2287.3325
105680,411605,1,2,13,1,2,0,6,4707.666,2287.3325
105681,321661,1,2,1,2,2,19,55,7631.4756,8445.4736
105681,582136,1,2,4,1,2,12,21,7631.4756,8445.4736
105682,321202,1,2,4,2,2,8,32,7754.2739,1339.7483
105682,321203,1,2,3,2,2,5,53,7754.2739,1339.7483
105682,321670,1,2,4,2,2,9,27,7754.2739,1339.7483
105682,321671,1,2,13,2,2,8,17,7754.2739,1339.7483
105682,321699,1,2,1,1,2,3,60,7754.2739,1339.7483
105682,410338,1,2,13,2,2,0,4,7754.2739,1339.7483
105682,410339,1,2,13,2,2,4,11,7754.2739,1339.7483
105682,410340,1,2,13,2,2,3,11,7754.2739,1339.7483
105682,410569,1,2,13,2,2,25,1,7754.2739,1339.7483
105682,410570,1,2,13,2,2,2,8,7754.2739,1339.7483
105682,582139,1,2,4,1,2,11,30,7754.2739,1339.7483
105684,321020,2,2,1,1,1,16,55,200,471.49667
105685,321005,2,2,3,2,1,11,46,42335,3903.9993
105685,321006,2,2,4,1,1,10,15,42335,3903.9993
105685,502162,2,2,1,1,1,7,51,42335,3903.9993
105685,582214,2,2,5,1,1,11,20,42335,3903.9993
105686,321760,2,2,1,1,1,8,55,271,352
105687,321010,2,2,3,2,1,8,42,300,369.81366
105687,321027,2,2,1,1,1,9,44,300,369.81366
105688,319172,2,2,1,1,1,11,19,560,15222.996
105688,319173,2,2,20,2,1,11,18,560,15222.996
105688,411059,2,2,12,2,1,2,10,560,15222.996
105688,411060,2,2,20,2,1,2,7,560,15222.996
105690,320906,2,2,19,2,1,5,50,3530,3171.0002
105690,321009,2,2,1,2,1,8,50,3530,3171.0002
105690,321025,2,2,12,2,1,2,51,3530,3171.0002
105691,321738,2,2,1,1,1,16,46,1833.3333,1210
105691,321747,2,2,3,2,1,12,41,1833.3333,1210
105691,411102,2,2,4,1,1,4,10,1833.3333,1210
105692,320762,2,2,3,2,1,8,68,4000,3127.1128
105692,320763,2,2,4,2,1,12,29,4000,3127.1128
105692,320764,2,2,1,1,1,7,72,4000,3127.1128
105692,411099,2,2,13,2,1,0,1,4000,3127.1128
105692,411100,2,2,13,2,1,0,4,4000,3127.1128
105693,321768,2,2,3,2,1,5,55,2286.6667,2290
105693,321769,2,2,1,1,1,1,69,2286.6667,2290
105693,321770,2,2,4,1,1,11,17,2286.6667,2290
105693,411105,2,2,4,2,1,4,11,2286.6667,2290
105698,320765,2,2,1,2,1,4,75,4302.5449,1987.0001
105698,320766,2,2,4,1,1,12,43,4302.5449,1987.0001
105698,582216,2,2,4,1,1,11,44,4302.5449,1987.0001
105699,321766,2,2,1,2,1,25,71,1040,1045.6794
105699,321767,2,2,4,2,1,25,48,1040,1045.6794
105700,321772,2,2,1,1,1,9,39,1488.2572,981.00012
105701,321744,2,2,1,2,1,6,53,1280,1070.3713
105701,321745,2,2,3,1,1,11,52,1280,1070.3713
105702,320904,2,2,13,2,1,11,29,2903.2632,2133.2629
105702,321746,2,2,13,2,1,8,24,2903.2632,2133.2629
105702,321771,2,2,4,2,1,8,48,2903.2632,2133.2629
105702,321773,2,2,1,2,1,3,78,2903.2632,2133.2629
105702,411106,2,2,22,2,1,0,6,2903.2632,2133.2629
105703,321004,2,2,1,1,1,19,34,7266.6665,1944.9999
105703,582215,2,2,12,1,1,12,38,7266.6665,1944.9999
105704,321758,2,2,1,2,1,25,79,1520.6133,910.6134
105704,321759,2,2,13,2,1,11,21,1520.6133,910.6134
105704,411107,2,2,13,2,1,3,10,1520.6133,910.6134
105704,582125,2,2,13,1,1,7,18,1520.6133,910.6134
105705,321748,2,2,1,1,1,8,27,600,675
105706,319073,2,2,19,2,1,6,33,800,1332
105706,319077,2,2,1,2,2,8,32,800,1332
105706,410373,2,2,4,2,2,0,5,800,1332
105706,410374,2,2,26,2,2,3,9,800,1332
105706,410430,2,2,26,1,1,0,4,800,1332
105711,321216,2,2,3,2,4,21,54,3170.3188,5980.8584
105711,321218,2,2,1,1,4,10,55,3170.3188,5980.8584
105711,502154,2,2,15,2,4,7,87,3170.3188,5980.8584
105713,321211,2,2,1,1,2,5,55,1342.0759,3637.0754
105713,321213,2,2,3,2,2,10,38,1342.0759,3637.0754
105716,319074,2,2,1,1,2,,53,903.61438,864.22437
105716,319075,2,2,3,2,2,7,51,903.61438,864.22437
105716,410837,2,2,13,2,2,4,11,903.61438,864.22437
105717,319037,2,2,13,1,2,12,26,2980.3181,1624.3181
105717,321212,2,2,1,2,2,6,68,2980.3181,1624.3181
105717,321217,2,2,4,2,2,20,37,2980.3181,1624.3181
105717,411203,2,2,13,2,1,5,12,2980.3181,1624.3181
105718,319078,2,2,4,2,2,9,17,2252.9087,3832.4873
105718,319079,2,2,4,1,2,9,18,2252.9087,3832.4873
105718,319080,2,2,1,1,2,16,38,2252.9087,3832.4873
105718,319081,2,2,3,2,2,6,40,2252.9087,3832.4873
105718,410372,2,2,4,2,2,5,12,2252.9087,3832.4873
105718,410375,2,2,4,2,2,6,14,2252.9087,3832.4873
105718,410600,2,2,18,2,2,25,3,2252.9087,3832.4873
105718,411601,2,2,18,2,2,25,2,2252.9087,3832.4873
105720,321682,2,2,1,1,4,10,65,7300,4304.9858
105720,321683,2,2,3,2,4,8,58,7300,4304.9858
105721,319038,2,2,4,1,2,7,19,4064.1467,1048.4412
105721,319076,2,2,1,2,2,7,53,4064.1467,1048.4412
105721,319087,2,2,4,1,2,6,17,4064.1467,1048.4412
105721,319088,2,2,4,2,2,5,27,4064.1467,1048.4412
105721,319089,2,2,4,1,2,4,21,4064.1467,1048.4412
105721,410342,2,2,13,2,2,0,1,4064.1467,1048.4412
105722,321208,1,2,5,1,2,8,20,3168.2554,1357.0817
105722,321640,1,2,3,2,2,7,45,3168.2554,1357.0817
105722,321646,1,2,1,1,2,7,50,3168.2554,1357.0817
105722,321696,1,2,5,2,2,10,27,3168.2554,1357.0817
105722,410595,1,2,13,1,2,0,7,3168.2554,1357.0817
105723,321677,1,2,1,1,2,25,63,716.14191,1982
105724,319031,1,2,4,2,2,20,20,5240.6401,8296.7686
105724,319039,1,2,1,1,2,9,46,5240.6401,8296.7686
105724,319040,1,2,17,2,2,10,18,5240.6401,8296.7686
105724,321690,1,2,4,1,2,9,21,5240.6401,8296.7686
105724,321695,1,2,3,2,2,12,33,5240.6401,8296.7686
105724,410841,1,2,6,1,2,8,15,5240.6401,8296.7686
105724,410842,1,2,6,2,2,3,9,5240.6401,8296.7686
105724,411113,1,2,4,1,2,0,4,5240.6401,8296.7686
105725,321214,2,2,3,2,2,6,42,1237.6504,1038.6901
105725,321215,2,2,1,1,2,8,40,1237.6504,1038.6901
105726,321205,1,2,4,1,2,8,25,5088.7329,1240.6931
105726,321684,1,2,3,2,2,8,50,5088.7329,1240.6931
105726,321685,1,2,1,1,2,12,43,5088.7329,1240.6931
105726,408280,1,2,19,1,2,8,15,5088.7329,1240.6931
105726,410840,1,2,6,1,2,1,6,5088.7329,1240.6931
105727,321639,1,2,1,1,2,17,40,3800,3336.8386
105727,321645,1,2,3,2,2,10,40,3800,3336.8386
105727,321693,1,2,4,2,2,9,16,3800,3336.8386
105727,410485,1,2,4,1,2,3,9,3800,3336.8386
105727,410836,1,2,4,2,2,0,4,3800,3336.8386
105728,321117,2,2,1,2,1,18,25,4475.7573,1171.3134
105728,321676,2,2,17,2,2,9,37,4475.7573,1171.3134
105728,410839,2,2,4,1,2,0,5,4475.7573,1171.3134
105728,411202,2,2,19,2,2,1,8,4475.7573,1171.3134
105728,582131,2,2,12,1,2,6,30,4475.7573,1171.3134
105729,321680,2,2,3,2,1,5,62,2131.4749,780.47473
105729,321681,2,2,1,1,2,25,68,2131.4749,780.47473
105730,319082,2,2,4,1,1,19,19,10413.652,4672.0981
105730,321206,2,2,8,2,1,10,42,10413.652,4672.0981
105730,321207,2,2,1,1,1,16,43,10413.652,4672.0981
105730,411111,2,2,4,2,1,4,10,10413.652,4672.0981
105730,411112,2,2,4,1,1,25,5,10413.652,4672.0981
105731,320427,2,2,1,2,1,25,54,293.01886,518.46149
105731,320437,2,2,4,2,1,7,17,293.01886,518.46149
105731,411691,2,2,13,2,1,0,3,293.01886,518.46149
105731,411692,2,2,13,1,1,0,7,293.01886,518.46149
105732,320456,2,2,12,2,1,9,19,281.8587,505.33228
105732,502225,2,2,1,2,1,12,26,281.8587,505.33228
105733,320404,2,2,1,1,1,5,61,269.68631,269.68631
105735,320430,2,2,1,1,1,12,50,6336.2793,4727.6318
105735,320438,2,2,4,1,1,12,26,6336.2793,4727.6318
105735,320442,2,2,4,1,1,10,17,6336.2793,4727.6318
105735,320443,2,2,25,1,1,8,16,6336.2793,4727.6318
105735,320454,2,2,3,2,1,20,52,6336.2793,4727.6318
105735,320457,2,2,25,2,1,5,15,6336.2793,4727.6318
105740,320408,2,2,1,2,1,12,29,718.22943,854.26935
105759,315253,2,2,3,2,1,12,38,11484.518,3270.3201
105759,320663,2,2,1,1,1,20,36,11484.518,3270.3201
105759,470037,2,2,4,1,1,0,3,11484.518,3270.3201
105760,321334,2,3,1,2,1,25,90,1072.1113,981.09216
105760,411643,2,3,13,2,1,0,8,1072.1113,981.09216
105760,411664,2,3,13,1,1,2,11,1072.1113,981.09216
105761,321310,2,2,1,2,1,8,49,293.82236,304.27145
105761,411642,2,2,13,2,1,25,3,293.82236,304.27145
105766,319517,2,2,1,2,1,25,74,986.36316,562.36322
105766,410238,2,2,13,2,1,4,12,986.36316,562.36322
105768,320462,1,2,3,2,1,16,35,510,1048
105768,320629,1,2,1,1,1,9,42,510,1048
105768,411218,1,2,4,2,1,25,4,510,1048
105769,319083,1,2,4,2,1,11,17,2317.0439,1909.0438
105769,319580,1,2,1,2,1,8,42,2317.0439,1909.0438
105769,319581,1,2,4,1,1,9,19,2317.0439,1909.0438
105769,411217,1,2,4,1,1,1,9,2317.0439,1909.0438
105770,320675,1,2,12,2,1,11,20,620,517
105770,411225,1,2,19,1,1,25,2,620,517
105770,411269,1,2,19,2,1,25,5,620,517
105774,320677,2,2,1,2,1,21,,11666.666,6488
105774,320678,2,2,4,1,1,10,15,11666.666,6488
105774,410276,2,2,4,2,1,3,8,11666.666,6488
105774,410277,2,2,4,1,1,1,6,11666.666,6488
105778,320656,2,2,3,2,1,19,27,14000,9575
105778,320672,2,2,1,1,1,20,33,14000,9575
105781,320696,2,2,1,2,1,25,75,1082.5841,453.58417
105781,320697,2,2,4,1,1,9,24,1082.5841,453.58417
105782,320695,2,2,1,1,1,20,37,12388.186,8648.1826
105783,321894,2,2,1,2,1,2,48,760,592.99994
105783,410243,2,2,4,1,1,10,14,760,592.99994
105783,411029,2,2,19,2,1,3,8,760,592.99994
105784,321893,2,2,1,2,1,7,33,791.41473,405.41473
105784,410242,2,2,4,2,1,25,2,791.41473,405.41473
105788,319010,2,2,1,2,1,25,75,943.22046,705.70703
105789,319009,2,2,1,2,1,20,35,4511.2363,5588.9219
105790,321707,2,2,1,1,1,8,42,504.79828,335.99997
105805,321987,3,2,26,1,2,12,24,23020.051,22248.813
105805,321989,3,2,1,1,2,21,42,23020.051,22248.813
105805,322002,3,2,3,2,2,21,36,23020.051,22248.813
105805,410890,3,2,25,1,2,7,14,23020.051,22248.813
105805,411180,3,2,4,1,2,25,0,23020.051,22248.813
105805,411184,3,2,4,2,2,25,3,23020.051,22248.813
105805,411185,3,2,4,1,2,1,7,23020.051,22248.813
105809,320998,3,2,1,2,2,7,52,2600.2651,3258.3489
105809,322017,3,2,,1,2,6,22,2600.2651,3258.3489
105809,322018,3,2,,1,2,6,33,2600.2651,3258.3489
105810,320940,3,2,13,1,2,12,23,3857.4387,2871.4956
105810,321978,3,2,3,2,2,10,66,3857.4387,2871.4956
105810,321979,3,2,1,1,2,7,69,3857.4387,2871.4956
105810,321982,3,2,4,1,2,7,35,3857.4387,2871.4956
105810,411171,3,2,13,2,2,6,13,3857.4387,2871.4956
105810,411175,3,2,13,2,2,1,7,3857.4387,2871.4956
105811,320982,3,2,1,2,2,12,33,654.06409,1101.0641
105811,410312,3,2,4,1,2,0,5,654.06409,1101.0641
105811,410881,3,2,4,1,2,8,14,654.06409,1101.0641
105813,320988,3,2,1,2,2,12,38,3268.9404,4048.6118
105813,410308,3,2,4,2,2,1,7,3268.9404,4048.6118
105813,410309,3,2,4,1,2,8,16,3268.9404,4048.6118
105815,321000,3,2,3,2,2,9,56,13721.77,7338.6616
105815,321947,3,2,4,1,2,22,24,13721.77,7338.6616
105815,321960,3,2,1,1,2,7,57,13721.77,7338.6616
105815,410896,3,2,13,1,2,3,11,13721.77,7338.6616
105816,321970,3,2,1,2,2,10,53,5833.333,4598.6968
105816,410891,3,2,13,2,2,0,6,5833.333,4598.6968
105816,410895,3,2,13,1,2,2,9,5833.333,4598.6968
105816,582170,3,2,4,2,2,12,20,5833.333,4598.6968
105817,320937,3,2,4,2,2,12,18,3625.4131,2596
105817,320938,3,2,3,2,2,5,50,3625.4131,2596
105817,321959,3,2,1,1,2,7,44,3625.4131,2596
105819,321950,3,2,4,2,2,9,18,1963.3828,1580.4575
105819,321951,3,2,4,1,2,10,22,1963.3828,1580.4575
105819,321962,3,2,26,2,2,1,35,1963.3828,1580.4575
105819,410415,3,2,4,2,2,6,13,1963.3828,1580.4575
105819,582171,3,2,1,1,2,5,41,1963.3828,1580.4575
105820,321957,3,2,4,2,2,12,22,5360,3141
105820,321958,3,2,4,1,2,9,16,5360,3141
105820,321964,3,2,1,1,2,16,36,5360,3141
105820,321965,3,2,3,2,2,19,42,5360,3141
105820,411194,3,2,13,2,2,25,2,5360,3141
105820,411196,3,2,4,1,2,9,14,5360,3141
105820,411197,3,2,4,2,2,3,10,5360,3141
105821,320935,3,2,3,1,2,10,42,8742.083,4286.3335
105821,320999,3,2,1,2,2,9,35,8742.083,4286.3335
105821,410898,3,2,4,1,2,11,17,8742.083,4286.3335
105821,410899,3,2,4,1,2,7,12,8742.083,4286.3335
105821,411176,3,2,4,2,2,2,7,8742.083,4286.3335
105821,411177,3,2,4,1,2,0,3,8742.083,4286.3335
105822,320926,3,2,4,2,1,11,29,1766.6425,2866.0581
105822,320927,3,2,4,2,1,15,27,1766.6425,2866.0581
105822,320939,3,2,4,2,2,10,17,1766.6425,2866.0581
105822,320977,3,2,1,2,1,,54,1766.6425,2866.0581
105822,410892,3,2,13,1,1,25,2,1766.6425,2866.0581
105823,321961,3,2,1,2,2,23,23,1300,1406
105824,320981,3,2,1,1,2,12,42,3638.6323,5994.9736
105824,321976,3,2,3,2,2,12,40,3638.6323,5994.9736
105824,410894,3,2,4,2,2,8,14,3638.6323,5994.9736
105825,320931,3,2,3,1,2,10,44,5545.8779,3587.3735
105825,320936,3,2,1,2,2,18,41,5545.8779,3587.3735
105825,410476,3,2,4,2,2,8,15,5545.8779,3587.3735
105825,411199,3,2,4,2,2,3,9,5545.8779,3587.3735
105825,582169,3,2,4,1,2,12,19,5545.8779,3587.3735
105826,320929,3,2,1,2,1,25,64,3180.6685,3704.9805
105826,320942,3,2,13,1,1,9,19,3180.6685,3704.9805
105826,320947,3,2,4,1,1,10,26,3180.6685,3704.9805
105826,321980,3,2,4,1,1,17,28,3180.6685,3704.9805
105827,320949,3,2,4,1,2,12,22,8500,9707.5879
105827,320951,3,2,4,2,2,21,24,8500,9707.5879
105827,320987,3,2,1,2,2,16,46,8500,9707.5879
105827,320994,3,2,4,2,2,12,27,8500,9707.5879
105827,411172,3,2,13,1,2,3,9,8500,9707.5879
105827,582167,3,2,4,1,2,12,19,8500,9707.5879
105828,320980,3,2,3,2,2,12,46,2340,2177.2734
105828,321983,3,2,1,1,2,25,46,2340,2177.2734
105828,321984,3,2,5,2,2,12,20,2340,2177.2734
105828,410440,3,2,4,2,2,5,11,2340,2177.2734
105828,410441,3,2,4,1,2,3,9,2340,2177.2734
105830,320948,3,2,4,1,2,12,17,1000,2161.2476
105830,321954,3,2,1,2,2,8,52,1000,2161.2476
105830,321955,3,2,4,2,2,11,17,1000,2161.2476
105830,321956,3,2,4,1,2,11,16,1000,2161.2476
105831,320978,3,2,1,1,2,12,32,1715.776,2830.0151
105831,321963,3,2,3,2,2,9,32,1715.776,2830.0151
105831,410882,3,2,4,1,2,25,2,1715.776,2830.0151
105831,410883,3,2,4,2,2,8,14,1715.776,2830.0151
105831,411173,3,2,4,2,2,1,6,1715.776,2830.0151
105835,320984,3,2,1,1,1,12,32,21153.102,16809.246
105835,322014,3,2,3,2,1,21,38,21153.102,16809.246
105835,410876,3,2,4,2,1,0,4,21153.102,16809.246
105835,410877,3,2,4,1,1,8,14,21153.102,16809.246
105838,320933,3,2,3,2,1,25,39,1206.8016,769.80127
105838,320985,3,2,1,1,1,10,48,1206.8016,769.80127
105840,321948,3,2,1,1,4,10,65,2540,2402
105840,321949,3,2,12,1,4,10,58,2540,2402
105843,321953,3,2,1,1,2,10,39,7468.2256,4731.4766
105843,322015,3,2,3,2,2,10,33,7468.2256,4731.4766
105843,410884,3,2,4,2,2,7,13,7468.2256,4731.4766
105843,410885,3,2,4,2,2,1,7,7468.2256,4731.4766
105843,411200,3,2,4,1,2,4,10,7468.2256,4731.4766
105844,321966,3,2,1,2,4,12,70,19336.875,18047.004
105844,322016,3,2,26,2,4,12,50,19336.875,18047.004
105845,320932,3,2,4,1,1,19,28,11033.063,7011.1475
105845,320934,3,2,1,1,1,12,59,11033.063,7011.1475
105845,321968,3,2,3,2,1,12,53,11033.063,7011.1475
105845,411193,3,2,19,2,1,25,2,11033.063,7011.1475
105849,321939,3,2,4,1,4,12,27,6590.5908,7260.4482
105849,321940,3,2,3,2,4,12,54,6590.5908,7260.4482
105849,321942,3,2,1,1,4,10,57,6590.5908,7260.4482
105861,319458,2,1,4,2,1,12,18,1164.399,1379.3992
105861,321402,2,1,1,1,1,7,69,1164.399,1379.3992
105861,321403,2,1,3,2,1,5,56,1164.399,1379.3992
105861,410922,2,1,13,1,1,2,8,1164.399,1379.3992
105862,321404,2,1,4,2,1,12,32,2196.1287,1157.1287
105862,321405,2,1,1,1,1,25,82,2196.1287,1157.1287
105862,321406,2,1,3,2,1,25,77,2196.1287,1157.1287
105862,410919,2,1,13,2,1,25,4,2196.1287,1157.1287
105862,410920,2,1,13,1,1,5,10,2196.1287,1157.1287
105863,319421,2,1,1,2,1,25,56,1166.7456,603.74561
105864,318904,2,1,1,2,1,2,93,1962.5962,560.59619
105864,318905,2,1,4,1,1,25,56,1962.5962,560.59619
105864,318906,2,1,4,1,1,5,56,1962.5962,560.59619
105864,318907,2,1,13,2,1,9,17,1962.5962,560.59619
105865,321401,2,3,19,1,1,7,16,1041.4894,1189.7416
105865,410924,2,3,19,2,1,0,4,1041.4894,1189.7416
105865,582143,2,3,1,1,1,5,48,1041.4894,1189.7416
105866,319469,2,1,1,2,1,7,64,1150.3875,806.38745
105866,319470,2,1,4,1,1,12,36,1150.3875,806.38745
105866,319471,2,1,19,1,1,10,32,1150.3875,806.38745
105868,319487,2,1,1,1,1,11,55,467.94702,701.94702
105869,318979,2,1,3,2,1,8,53,2943.7229,750.05627
105869,319474,2,1,4,2,1,16,25,2943.7229,750.05627
105869,319486,2,1,1,1,1,25,58,2943.7229,750.05627
105869,319488,2,1,4,2,1,12,28,2943.7229,750.05627
105869,319500,2,1,4,1,1,11,20,2943.7229,750.05627
105869,320480,2,1,4,1,1,7,15,2943.7229,750.05627
105869,320491,2,1,4,2,1,11,17,2943.7229,750.05627
105869,410930,2,1,,2,1,1,7,2943.7229,750.05627
105869,410931,2,1,4,2,1,3,10,2943.7229,750.05627
105869,411405,2,1,4,2,1,4,11,2943.7229,750.05627
105869,582229,2,1,4,1,1,11,30,2943.7229,750.05627
105871,319492,2,1,1,2,1,9,48,1052.0973,1467.1846
105871,410908,2,1,4,1,1,0,5,1052.0973,1467.1846
105871,410909,2,1,4,2,1,6,13,1052.0973,1467.1846
105872,318990,2,1,4,1,1,8,16,1116.1741,994.17419
105872,319490,2,1,3,2,1,8,45,1116.1741,994.17419
105872,319491,2,1,1,1,1,8,51,1116.1741,994.17419
105872,410903,2,1,4,1,1,1,7,1116.1741,994.17419
105872,410904,2,1,4,1,1,0,5,1116.1741,994.17419
105872,410905,2,1,4,2,1,25,1,1116.1741,994.17419
105873,319468,2,1,13,1,1,8,,1177.9768,1052.9768
105873,319499,2,1,1,2,1,25,76,1177.9768,1052.9768
105873,410990,2,1,13,1,1,3,12,1177.9768,1052.9768
105873,410993,2,1,13,1,1,5,10,1177.9768,1052.9768
105874,318987,2,2,3,2,1,7,52,428.37201,437.37201
105874,318991,2,2,1,1,1,7,56,428.37201,437.37201
105874,411698,2,2,13,1,1,25,5,428.37201,437.37201
105874,582231,2,2,19,2,1,9,16,428.37201,437.37201
105875,318975,2,1,12,1,1,25,68,2854.2722,1099.9539
105875,319497,2,1,1,1,1,5,58,2854.2722,1099.9539
105875,319498,2,1,3,2,1,6,63,2854.2722,1099.9539
105875,582222,2,1,4,1,1,9,27,2854.2722,1099.9539
105877,318994,2,1,25,2,1,9,16,1284.8806,1560.8805
105877,318995,2,1,1,2,1,25,73,1284.8806,1560.8805
105877,318996,2,1,16,2,1,7,45,1284.8806,1560.8805
105877,318997,2,1,25,1,1,9,20,1284.8806,1560.8805
105877,321407,2,1,25,1,1,10,31,1284.8806,1560.8805
105877,321408,2,1,13,1,1,10,23,1284.8806,1560.8805
105877,321409,2,1,25,2,1,10,23,1284.8806,1560.8805
105878,319434,2,1,3,2,1,5,46,671.87244,720.87244
105878,319435,2,1,1,1,1,25,55,671.87244,720.87244
105878,319436,2,1,4,2,1,11,22,671.87244,720.87244
105878,319462,2,1,4,1,1,9,26,671.87244,720.87244
105878,410956,2,1,19,2,1,8,14,671.87244,720.87244
105878,410957,2,1,19,1,1,4,13,671.87244,720.87244
105878,410958,2,1,19,1,1,1,6,671.87244,720.87244
105878,410989,2,1,19,1,1,5,13,671.87244,720.87244
105880,319460,2,1,1,2,1,25,68,1265.6715,687.65253
105880,410959,2,1,13,1,1,0,4,1265.6715,687.65253
105880,410960,2,1,13,2,1,6,14,1265.6715,687.65253
105880,410961,2,1,13,2,1,0,2,1265.6715,687.65253
105880,410970,2,1,13,1,1,0,2,1265.6715,687.65253
105881,318978,2,1,1,2,1,4,54,324.56494,454.56494
105881,319452,2,1,4,2,1,9,16,324.56494,454.56494
105881,319453,2,1,4,2,1,5,28,324.56494,454.56494
105881,410923,2,1,4,1,1,5,12,324.56494,454.56494
105881,410996,2,1,13,1,1,0,3,324.56494,454.56494
105882,319444,2,1,1,2,1,5,51,368.08356,781.62744
105882,319446,2,1,25,1,1,3,16,368.08356,781.62744
105882,319448,2,1,4,2,1,10,21,368.08356,781.62744
105882,410962,2,1,25,1,1,0,4,368.08356,781.62744
105882,410963,2,1,4,1,1,5,12,368.08356,781.62744
105882,410964,2,1,25,2,1,0,6,368.08356,781.62744
105882,410965,2,1,25,2,1,4,11,368.08356,781.62744
105882,410966,2,1,13,1,1,0,0,368.08356,781.62744
105882,410967,2,1,25,1,1,3,11,368.08356,781.62744
105885,318976,2,1,3,2,1,10,45,1073.8234,1018.8234
105885,318977,2,1,19,1,1,12,21,1073.8234,1018.8234
105885,319496,2,1,1,2,1,5,68,1073.8234,1018.8234
105886,318974,2,1,4,1,1,10,21,356.68481,305.04938
105886,318989,2,1,2,2,1,8,47,356.68481,305.04938
105886,410921,2,1,4,1,1,0,6,356.68481,305.04938
105886,411000,2,1,13,2,1,25,2,356.68481,305.04938
105887,318988,2,1,3,2,1,19,64,2596.7959,1020.7958
105887,319489,2,1,4,2,1,12,36,2596.7959,1020.7958
105887,410912,2,1,13,2,1,5,10,2596.7959,1020.7958
105887,410913,2,1,13,2,1,0,3,2596.7959,1020.7958
105887,582150,2,1,1,1,1,6,69,2596.7959,1020.7958
105888,318980,2,1,1,2,1,12,32,992.31317,1076.741
105888,318981,2,1,19,2,1,11,19,992.31317,1076.741
105888,410914,2,1,19,2,1,1,4,992.31317,1076.741
105888,410915,2,1,4,1,1,1,4,992.31317,1076.741
105888,410916,2,1,19,2,1,0,3,992.31317,1076.741
105888,410999,2,1,4,1,1,4,10,992.31317,1076.741
105889,318964,2,1,1,1,1,6,62,344.5166,422.5166
105889,410934,2,1,4,2,1,6,14,344.5166,422.5166
105889,410935,2,1,13,2,1,5,9,344.5166,422.5166
105889,582151,2,1,3,2,1,6,51,344.5166,422.5166
105890,319476,2,1,1,2,1,8,55,777.98926,1147.9893
105890,319477,2,1,4,1,1,8,16,777.98926,1147.9893
105890,410906,2,1,4,1,1,2,6,777.98926,1147.9893
105890,410910,2,1,4,2,1,4,10,777.98926,1147.9893
105890,410911,2,1,4,2,1,3,10,777.98926,1147.9893
105891,318965,2,1,4,1,1,25,28,1060.1747,579.17474
105891,318966,2,1,1,2,1,25,46,1060.1747,579.17474
105892,319429,2,1,1,2,1,25,74,1067.0277,682.35504
105895,318970,2,1,3,2,1,10,45,307.00668,285.00668
105895,318992,2,1,1,1,1,12,53,307.00668,285.00668
105895,410932,2,1,13,1,1,0,3,307.00668,285.00668
105896,318908,2,1,1,2,1,7,63,1059.3268,809.32684
105898,319449,2,1,1,2,1,5,77,1041.0071,671.00708
105898,410998,2,1,22,1,1,4,13,1041.0071,671.00708
105899,318967,2,1,12,1,1,11,18,434.12344,731.47278
105899,318968,2,1,1,2,1,11,34,434.12344,731.47278
105899,319451,2,1,12,2,1,10,21,434.12344,731.47278
105899,410938,2,1,12,2,1,6,13,434.12344,731.47278
105899,410939,2,1,12,2,1,7,14,434.12344,731.47278
105899,410940,2,1,12,1,1,2,5,434.12344,731.47278
105899,410941,2,1,4,2,1,0,1,434.12344,731.47278
105900,319418,2,1,1,2,1,25,80,1265.1509,503.06396
105900,319422,2,1,13,2,1,12,25,1265.1509,503.06396
105900,410987,2,1,22,2,1,0,0,1265.1509,503.06396
105901,318985,2,3,4,1,1,10,21,614.2749,1248.3792
105901,318986,2,3,1,1,1,25,50,614.2749,1248.3792
105901,582225,2,3,4,2,1,12,23,614.2749,1248.3792
105901,582226,2,3,4,1,1,12,21,614.2749,1248.3792
105902,320301,2,1,4,1,1,6,15,2355.9324,1115.5989
105902,320319,2,1,1,1,1,8,53,2355.9324,1115.5989
105902,320320,2,1,3,2,1,6,48,2355.9324,1115.5989
105903,318902,2,1,1,1,1,25,69,2151.1584,885.96906
105903,318903,2,1,3,2,1,25,69,2151.1584,885.96906
105903,319479,2,1,4,2,1,11,24,2151.1584,885.96906
105903,319494,2,1,4,2,1,25,19,2151.1584,885.96906
105903,410902,2,1,13,1,1,0,3,2151.1584,885.96906
105903,410927,2,1,13,1,1,5,2,2151.1584,885.96906
105903,410928,2,1,13,2,1,0,2,2151.1584,885.96906
105903,410948,2,1,13,1,1,4,11,2151.1584,885.96906
105903,410985,2,1,13,2,1,1,7,2151.1584,885.96906
105903,582144,2,1,4,1,1,12,20,2151.1584,885.96906
105906,319480,2,1,1,2,1,25,74,1204.0438,1014.0438
105906,319481,2,1,4,2,1,8,33,1204.0438,1014.0438
105906,319482,2,1,4,2,1,11,32,1204.0438,1014.0438
105909,318909,2,1,13,1,1,11,19,2193.2188,6135.2178
105909,318911,2,1,3,2,1,7,68,2193.2188,6135.2178
